0.000000	0.000000	0.000000	0.000000	-18.713000	0.264700	0.000000	0.000000	-0.000000	
0.000000	-0.000000	-1.871300	0.000011	-18.675542	-0.678088	0.000000	0.000000	-0.000000	
-0.000001	-0.000000	-3.738854	-0.000027	-18.594041	-1.657234	0.000000	0.000000	-0.000000	
-0.000001	-0.000003	-5.598258	-0.000066	-18.472862	-0.337105	0.000000	0.000000	-0.000000	
-0.000006	-0.000001	-7.445545	-0.000014	-18.340291	0.185015	0.000000	0.000000	-0.000000	
-0.000006	0.000555	-9.279574	0.000007	-18.143252	-0.539711	0.222566	0.000000	-0.019269	
-0.000006	0.000555	-4.810714	-0.000022	-17.927039	-0.539316	0.222566	0.000000	-0.019269	
-0.000008	0.000554	-6.603417	-0.000022	-17.665630	-1.020166	0.222566	0.000000	-0.019269	
-0.000008	0.000556	-8.369980	-0.000041	-17.390194	-0.821833	0.222566	0.000000	-0.019269	
-0.000005	0.000557	-3.825814	-0.000033	-17.071840	-1.964494	0.222566	0.000000	-0.019269	
-0.000005	0.001385	-5.532999	-0.000079	-16.722923	-0.707288	0.333850	-0.000000	-0.028903	
-0.000012	0.001386	-7.205291	-0.000028	-16.352642	-0.847492	0.333850	-0.000000	-0.028903	
-0.000011	0.001388	-8.840555	-0.000034	-15.977871	0.259616	0.333850	-0.000000	-0.028903	
-0.000008	0.001388	-4.155157	0.000010	-15.609491	1.650562	0.333850	-0.000000	-0.028903	
-0.000008	0.001389	-5.716106	0.000066	-15.191065	-2.491709	0.333850	-0.000000	-0.028903	
0.000696	0.003050	-7.235212	-0.000100	-14.759301	-1.991027	0.667601	0.280557	-0.027806	
0.000697	0.003059	-8.711142	-0.000080	-14.317385	0.017653	0.667601	0.280557	-0.027806	
0.000704	0.003059	-3.859696	0.000001	-13.868386	1.782698	0.667601	0.280557	-0.027806	
0.000704	0.003059	-5.246534	0.000071	-13.412575	-0.355665	0.667601	0.280557	-0.027806	
0.000711	0.003061	-6.587792	-0.000014	-12.931487	-1.720218	0.667601	0.280557	-0.027806	
0.001581	0.005276	-7.880940	-0.000069	-12.434122	-1.772701	0.890167	0.350696	-0.047075	
0.001585	0.005281	-9.124353	-0.000071	-11.934483	0.393742	0.890167	0.350696	-0.047075	
0.001591	0.005279	-4.034616	0.000016	-11.451388	-0.079087	0.890167	0.350696	-0.047075	
0.001591	0.005280	-5.179754	-0.000003	-10.984196	-1.341888	0.890167	0.350696	-0.047075	
0.001591	0.005280	-6.278174	-0.000054	-10.521596	-0.306130	0.890167	0.350696	-0.047075	
0.003328	0.008046	-7.330334	-0.000012	-10.063408	-1.463793	1.112701	0.701392	-0.056343	
0.003328	0.008047	-8.336674	-0.000059	-9.612142	-2.224857	1.112701	0.701392	-0.056343	
0.003332	0.008050	-9.297889	-0.000089	-9.191610	-0.085571	1.112701	0.701392	-0.056343	
0.003341	0.008047	-3.933864	-0.000003	-8.768525	0.439786	1.112701	0.701392	-0.056343	
0.003341	0.008047	-4.810717	0.000018	-8.372412	-1.237124	1.112701	0.701392	-0.056343	
0.005777	0.011915	-5.647958	-0.000049	-8.026319	0.140976	1.557703	0.981949	-0.054881	
0.005772	0.011914	-6.450590	0.000006	-7.704238	0.816288	1.557703	0.981949	-0.054881	
0.005773	0.011914	-7.221014	0.000033	-7.399898	-1.430047	1.557703	0.981949	-0.054881	
0.005774	0.011911	-7.961003	-0.000057	-7.120636	-1.827598	1.557703	0.981949	-0.054881	
0.005776	0.011916	-8.673067	-0.000073	-6.852116	0.617977	1.557703	0.981949	-0.054881	
0.009260	0.016331	-9.358279	0.000025	-6.567169	-1.541424	1.780269	1.402784	-0.074149	
0.009257	0.016331	-3.731810	-0.000062	-6.295859	-1.605536	1.780269	1.402784	-0.074149	
0.009261	0.016327	-4.361396	-0.000064	-6.032306	1.748537	1.780269	1.402784	-0.074149	
0.009261	0.016320	-4.964627	0.000070	-5.746783	-0.800152	1.780269	1.402784	-0.074149	
0.009265	0.016326	-5.539305	-0.000032	-5.501676	2.401821	1.780269	1.402784	-0.074149	
0.013254	0.021281	-6.089473	0.000096	-5.247265	1.978147	2.002836	1.613201	-0.093418	
0.013263	0.021281	-6.614199	0.000079	-5.010667	0.396659	2.002836	1.613201	-0.093418	
0.013270	0.021276	-7.115266	0.000016	-4.804572	2.070737	2.002836	1.613201	-0.093418	
0.013271	0.021275	-7.595723	0.000083	-4.603731	1.918201	2.002836	1.613201	-0.093418	
0.013271	0.021267	-8.056096	0.000077	-4.410614	2.534642	2.002836	1.613201	-0.093418	
0.017948	0.026759	-8.497158	0.000101	-4.230275	1.294890	2.225402	1.893758	-0.112687	
0.017940	0.026753	-8.920185	0.000052	-4.051522	1.360380	2.225402	1.893758	-0.112687	
0.017935	0.026751	-9.325337	0.000054	-3.874291	1.862611	2.225402	1.893758	-0.112687	
