0.000000	0.000000	0.000000	0.000000	-18.713000	0.264700	51.039553	13.792498	0.000000	-18.713000	0.264700	0.264700
0.000000	0.000000	0.000000	0.000000	-17.739100	-0.715800	51.039553	13.792498	0.000000	-17.739100	-0.715800	-0.715800
0.000000	0.000000	0.000000	0.000000	-16.556500	-1.696400	51.039553	13.792498	0.000000	-16.556500	-1.696400	-1.696400
0.000000	0.000000	0.000000	0.000000	-15.443400	-0.284300	51.039553	13.792498	0.000000	-15.443400	-0.284300	-0.284300
0.000000	0.000000	0.000000	0.000000	-15.026000	0.205900	51.039553	13.792498	0.000000	-15.026000	0.205900	0.205900
0.000000	0.222652	0.000000	0.000000	-13.217300	-0.568700	51.039555	13.792498	0.000000	-13.217300	-0.568700	-0.568700
0.000000	0.222652	0.000000	0.000000	-12.521700	-0.539300	51.039555	13.792498	0.000000	-12.521700	-0.539300	-0.539300
0.000000	0.222652	0.000000	0.000000	-11.130400	-1.039400	51.039555	13.792498	0.000000	-11.130400	-1.039400	-1.039400
0.000000	0.222652	0.000000	0.000000	-10.504300	-0.813900	51.039555	13.792498	0.000000	-10.504300	-0.813900	-0.813900
0.000000	0.222652	0.000000	0.000000	-9.113000	-2.010200	51.039555	13.792498	0.000000	-9.113000	-2.010200	-2.010200
0.000000	0.333977	0.000000	0.000000	-8.000000	-0.657000	51.039556	13.792498	0.000000	-8.000000	-0.657000	-0.657000
0.000000	0.333977	0.000000	0.000000	-7.095600	-0.853100	51.039556	13.792498	0.000000	-7.095600	-0.853100	-0.853100
0.000000	0.333977	0.000000	0.000000	-6.608600	0.303900	51.039556	13.792498	0.000000	-6.608600	0.303900	0.303900
0.000000	0.333977	0.000000	0.000000	-6.400000	1.706200	51.039556	13.792498	0.000000	-6.400000	1.706200	1.706200
0.000000	0.333977	0.000000	0.000000	-4.730400	-2.657400	51.039556	13.792498	0.000000	-4.730400	-2.657400	-2.657400
0.279999	0.667955	0.000000	0.000000	-3.965200	-1.971000	51.039559	13.792502	0.000000	-3.965200	-1.971000	-1.971000
0.279999	0.667955	0.000000	0.000000	-3.269500	0.098000	51.039559	13.792502	0.000000	-3.269500	0.098000	0.098000
0.279999	0.667955	0.000000	0.000000	-2.643400	1.853300	51.039559	13.792502	0.000000	-2.643400	1.853300	1.853300
0.279999	0.667955	0.000000	0.000000	-2.017300	-0.441200	51.039559	13.792502	0.000000	-2.017300	-0.441200	-0.441200
0.279999	0.667955	0.000000	0.000000	-0.904300	-1.774800	51.039559	13.792502	0.000000	-0.904300	-1.774800	-1.774800
0.349999	0.890607	0.000000	0.000000	0.000000	-1.774800	51.039561	13.792503	0.000000	0.000000	-1.774800	-1.774800
0.349999	0.890607	0.000000	0.000000	0.556500	0.480400	51.039561	13.792503	0.000000	0.556500	0.480400	0.480400
0.349999	0.890607	0.000000	0.000000	0.626000	-0.098000	51.039561	13.792503	0.000000	0.626000	-0.098000	-0.098000
0.349999	0.890607	0.000000	0.000000	0.695600	-1.392400	51.039561	13.792503	0.000000	0.695600	-1.392400	-1.392400
0.349999	0.890607	0.000000	0.000000	1.043400	-0.264700	51.039561	13.792503	0.000000	1.043400	-0.264700	-0.264700
0.699999	1.113258	0.000000	0.000000	1.391300	-1.510100	51.039563	13.792508	0.000000	1.391300	-1.510100	-1.510100
0.699999	1.113258	0.000000	0.000000	1.669500	-2.255300	51.039563	13.792508	0.000000	1.669500	-2.255300	-2.255300
0.699999	1.113258	0.000000	0.000000	1.321700	0.000000	51.039563	13.792508	0.000000	1.321700	0.000000	0.000000
0.699999	1.113258	0.000000	0.000000	1.808600	0.460800	51.039563	13.792508	0.000000	1.808600	0.460800	0.460800
0.699999	1.113258	0.000000	0.000000	1.530400	-1.304200	51.039563	13.792508	0.000000	1.530400	-1.304200	-1.304200
0.979998	1.558561	0.000000	0.000000	0.626000	0.196100	51.039567	13.792512	0.000000	0.626000	0.196100	0.196100
