0.000000	0.000000	0.000000	-0.000000
0.000000	0.000000	-0.000001	-0.000000
0.000000	0.000000	-0.000001	-0.000003
0.000000	0.000000	-0.000006	-0.000001
0.000000	0.222652	-0.000006	-0.000000
0.000000	0.222652	-0.000006	0.000555
0.000000	0.222652	-0.000008	0.000554
0.000000	0.222652	-0.000008	0.000556
0.000000	0.222652	-0.000005	0.000557
0.000000	0.333977	-0.000005	0.000554
0.000000	0.333977	-0.000012	0.001386
0.000000	0.333977	-0.000011	0.001388
0.000000	0.333977	-0.000008	0.001388
0.000000	0.333977	-0.000008	0.001389
0.279999	0.667955	-0.000002	0.001388
0.279999	0.667955	0.000697	0.003059
0.279999	0.667955	0.000704	0.003059
0.279999	0.667955	0.000704	0.003059
0.279999	0.667955	0.000711	0.003061
0.349999	0.890607	0.000710	0.003062
0.349999	0.890607	0.001585	0.005281
0.349999	0.890607	0.001591	0.005279
0.349999	0.890607	0.001591	0.005280
0.349999	0.890607	0.001591	0.005280
0.699999	1.113258	0.001586	0.005283
0.699999	1.113258	0.003328	0.008047
0.699999	1.113258	0.003332	0.008050
0.699999	1.113258	0.003341	0.008047
0.699999	1.113258	0.003341	0.008047
0.979998	1.558561	0.003342	0.008049
0.979998	1.558561	0.005772	0.011914
0.979998	1.558561	0.005773	0.011914
0.979998	1.558561	0.005774	0.011911
0.979998	1.558561	0.005776	0.011916
1.399997	1.781213	0.005783	0.011919
1.399997	1.781213	0.009257	0.016331
1.399997	1.781213	0.009261	0.016327
1.399997	1.781213	0.009261	0.016320
1.399997	1.781213	0.009265	0.016326
1.609996	2.003865	0.009262	0.016325
1.609996	2.003865	0.013263	0.021281
1.609996	2.003865	0.013270	0.021276
1.609996	2.003865	0.013271	0.021275
1.609996	2.003865	0.013271	0.021267
1.889996	2.226516	0.013268	0.021260
1.889996	2.226516	0.017940	0.026753
1.889996	2.226516	0.017935	0.026751
1.889996	2.226516	0.017930	0.026752
1.889996	2.226516	0.017923	0.026755
2.099995	2.783145	0.017916	0.026763
2.099995	2.783145	0.023105	0.033646
2.099995	2.783145	0.023104	0.033654
2.099995	2.783145	0.023107	0.033664
2.099995	2.783145	0.023113	0.033673
2.309995	3.005797	0.023121	0.033680
2.309995	3.005797	0.028833	0.041096
2.309995	3.005797	0.028842	0.041098
2.309995	3.005797	0.028844	0.041097
2.309995	3.005797	0.028848	0.041096
2.589994	3.673752	0.028856	0.041091
2.589994	3.673752	0.035249	0.050143
2.589994	3.673752	0.035253	0.050137
2.589994	3.673752	0.035257	0.050126
2.589994	3.673752	0.035259	0.050117
2.869993	4.453033	0.035259	0.050115
2.869993	4.453033	0.042326	0.061084
2.869993	4.453033	0.042323	0.061076
2.869993	4.453033	0.042321	0.061073
2.869993	4.453033	0.042317	0.061067
3.429992	5.343639	0.042313	0.061063
3.429992	5.343639	0.050754	0.074231
3.429992	5.343639	0.050750	0.074229
3.429992	5.343639	0.050740	0.074225
3.429992	5.343639	0.050736	0.074223
3.779991	6.011594	0.050731	0.074222
3.779991	6.011594	0.060025	0.089028
3.779991	6.011594	0.060019	0.089027
3.779991	6.011594	0.060015	0.089027
3.779991	6.011594	0.060013	0.089027
4.059990	6.568223	0.060006	0.089028
4.059990	6.568223	0.069978	0.105186
4.059990	6.568223	0.069976	0.105186
4.059990	6.568223	0.069978	0.105186
4.059990	6.568223	0.069974	0.105187
4.339989	7.124853	0.069974	0.105187
4.339989	7.124853	0.080629	0.122691
4.339989	7.124853	0.080640	0.122689
4.339989	7.124853	0.080651	0.122745
4.339989	7.124853	0.115134	0.123087
4.619988	7.458830	0.172942	0.123735
4.619988	7.458830	4.642027	0.242791
4.619988	7.458830	4.637658	0.243117
4.619988	7.458830	4.630564	0.243130
4.619988	7.458830	4.599921	0.242682
4.899987	8.015459	4.564471	0.242122
4.899987	8.015459	4.950347	0.441805
4.899987	8.015459	4.960479	0.441937
4.899987	8.015459	4.971933	0.442106
4.899987	8.015459	4.975370	0.442168
5.179986	8.906066	4.974999	0.442116
5.179986	8.906066	5.112888	0.757302
5.179986	8.906066	5.114477	0.757156
5.179986	8.906066	5.118495	0.756792
5.179986	8.906066	5.119442	0.756707
5.529985	9.462695	5.120041	0.756631
5.529985	9.462695	5.098217	1.199980
5.529985	9.462695	5.093962	1.200598
5.529985	9.462695	5.091038	1.201565
5.529985	9.462695	5.110197	1.201676
5.809984	10.130650	5.136890	1.201494
5.809984	10.130650	5.749082	1.715209
5.809984	10.130650	5.752091	1.715188
5.809984	10.130650	5.753638	1.715161
5.809984	10.130650	5.754346	1.715202
6.159982	10.798605	5.759913	1.715208
6.159982	10.798605	6.120411	2.310226
6.159982	10.798605	6.120969	2.310229
6.159982	10.798605	6.117833	2.310271
6.159982	10.798605	6.112481	2.310345
6.439981	11.355234	6.113957	2.310295
6.439981	11.355234	6.296922	2.964539
6.439981	11.355234	6.308306	2.964237
6.439981	11.355234	6.320426	2.964001
6.439981	11.355234	6.354682	2.963532
6.789980	11.911863	6.460580	2.962425
6.789980	11.911863	6.745160	3.666328
6.789980	11.911863	6.835960	3.666259
6.789980	11.911863	6.835962	3.666254
6.789980	11.911863	6.835963	3.666251
7.139978	12.468492	6.835965	3.666247
7.139978	12.468492	6.836724	3.688195
7.139978	12.468492	6.836724	3.688195
7.139978	12.468492	6.836726	3.688190
7.139978	12.468492	6.836727	3.688187
7.419977	13.025121	6.836728	3.688185
7.419977	13.025121	6.838183	3.711466
7.419977	13.025121	6.838185	3.711463
7.419977	13.025121	6.838184	3.711465
7.419977	13.025121	6.838183	3.711468
7.769975	13.693076	6.838184	3.711466
7.769975	13.693076	6.840508	3.736356
7.769975	13.693076	6.840507	3.736360
7.769975	13.693076	6.840504	3.736367
7.769975	13.693076	6.840500	3.736379
8.049974	14.249706	6.840497	3.736388
8.049974	14.249706	6.843512	3.762608
8.049974	14.249706	6.843512	3.762610
8.049974	14.249706	6.843510	3.762609
8.049974	14.249706	6.847145	3.762602
8.469972	15.028986	6.847405	3.762601
8.469972	15.028986	8.375427	3.901003
8.469972	15.028986	8.351093	3.901161
8.469972	15.028986	8.357393	3.901136
8.469972	15.028986	8.342553	3.901250
8.889970	15.585616	8.209496	3.902024
8.889970	15.585616	8.799251	4.184016
8.889970	15.585616	8.799848	4.184014
